Gene ID	Gene Name	SRR1027602	SRR1027592	SRR1027598	SRR1027591	SRR1027600	SRR1027596	SRR1027601	SRR1027599	SRR1027605	SRR1027604	SRR1027595	SRR1027594	SRR1027593	SRR1027597	SRR1027603	SRR1027606
ENSG00000011021	CLCN6	888	1063	727	1103	948	924	945	933	1508	1795	910	1897	1871	736	1905	1457
ENSG00000011028	MRC2	1071	2562	2925	2670	1100	1426	1143	1141	1474	1743	1583	1445	1466	2984	1774	1429
ENSG00000011052	NME1-NME2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011083	SLC6A7	3	8	5	9	4	5	6	5	5	11	8	2	2	7	10	6
ENSG00000011105	TSPAN9	609	594	1060	629	503	741	535	540	678	686	738	452	474	1165	704	631
ENSG00000011114	BTBD7	437	726	628	695	380	420	484	379	546	509	436	470	446	660	513	585
ENSG00000011132	APBA3	128	150	117	166	104	102	115	100	167	181	116	153	171	121	202	147
ENSG00000011143	MKS1	332	494	294	501	301	287	328	268	404	346	293	300	306	259	340	386
ENSG00000011198	ABHD5	265	276	284	290	299	318	291	272	426	252	290	184	185	239	274	441
ENSG00000011201	ANOS1	1775	3028	4449	3023	1704	1901	1903	1663	2116	4647	1944	1369	1321	4503	4579	2105
ENSG00000011243	AKAP8L	884	1373	629	1353	543	731	861	567	764	3307	718	3183	3176	669	3355	812
ENSG00000011258	MBTD1	759	855	536	860	512	616	714	544	989	519	637	363	370	551	488	1020
ENSG00000011260	UTP18	335	345	294	335	277	236	303	285	556	277	228	267	258	325	277	545
ENSG00000011275	RNF216	948	1211	1068	1186	895	985	901	850	1351	925	1005	642	677	1111	942	1250
ENSG00000011295	TTC19	907	964	830	960	862	1068	913	824	1275	986	1114	663	687	854	928	1220
ENSG00000011304	PTBP1	2184	3596	2538	3716	1554	2140	2231	1628	1962	2302	2247	2445	2474	2598	2205	1934
ENSG00000011332	DPF1	592	365	216	356	449	526	597	448	742	822	549	851	901	254	823	752
ENSG00000011347	SYT7	766	435	459	470	924	1135	746	1001	1167	2684	1175	1058	1094	479	2666	1198
ENSG00000011376	LARS2	595	645	439	723	558	607	656	543	720	615	562	369	367	429	553	666
ENSG00000011405	PIK3C2A	660	1204	913	1207	609	684	686	646	948	903	648	790	836	936	914	932
ENSG00000011422	PLAUR	37	112	104	95	18	47	45	29	56	27	48	30	31	105	23	52
ENSG00000011426	ANLN	236	578	398	562	154	276	221	147	343	186	264	314	320	423	213	347
ENSG00000011451	WIZ	1497	1627	1359	1674	1378	1504	1581	1374	2050	2061	1574	1806	1696	1322	2096	1917
ENSG00000011454	RABGAP1	1183	1622	1249	1695	1077	1165	1251	1019	1582	1680	1166	1345	1307	1302	1742	1567
ENSG00000011465	DCN	18	68	5819	71	25	299	19	19	66	12	346	33	32	5846	10	84
ENSG00000011478	QPCTL	117	132	167	148	116	92	98	108	196	162	95	157	203	184	176	184
ENSG00000011485	PPP5C	1203	1547	1065	1619	1040	1231	1232	1096	1604	1502	1303	1106	1183	1023	1493	1529
ENSG00000011523	CEP68	759	838	640	879	588	736	776	594	939	891	781	494	462	684	871	944
ENSG00000011566	MAP4K3	522	658	535	684	449	550	557	508	684	544	532	436	434	537	513	663
ENSG00000011590	ZBTB32	2	13	1	9	3	4	3	1	6	10	8	1	5	2	9	0
ENSG00000011600	TYROBP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000011638	TMEM159	181	148	130	171	113	124	165	133	174	185	114	242	232	146	183	156
ENSG00000011677	GABRA3	228	331	212	312	526	657	205	497	561	967	631	375	367	245	968	484
ENSG00000012048	BRCA1	254	548	194	495	122	223	260	179	367	60	180	68	73	187	56	357
ENSG00000012061	ERCC1	509	805	656	775	436	496	504	535	713	446	465	534	536	663	452	729
ENSG00000012124	CD22	7	3	177	5	1	10	4	5	6	0	11	44	35	174	2	3
ENSG00000012171	SEMA3B	178	410	382	398	122	155	151	145	116	270	147	179	157	395	276	109
ENSG00000012174	MBTPS2	481	698	577	686	606	693	436	594	829	562	677	286	314	559	607	806
ENSG00000012211	PRICKLE3	11	25	15	27	11	10	12	11	12	19	19	13	12	12	20	16
ENSG00000012223	LTF	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000012232	EXTL3	2298	2680	2386	2618	1818	2304	2240	1874	2711	3426	2299	2677	2624	2321	3360	2733
ENSG00000012504	NR1H4	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	1
ENSG00000012660	ELOVL5	1656	2272	2004	2181	1369	2030	1600	1465	2634	1986	1976	2144	2184	2267	1987	2605
ENSG00000012779	ALOX5	1	2	5	2	2	3	1	5	0	6	11	6	5	3	3	2
ENSG00000012817	KDM5D	461	1095	0	1014	426	0	489	449	392	1	2	806	722	0	0	408
ENSG00000012822	CALCOCO1	946	1361	841	1336	879	770	976	843	914	2320	773	1525	1590	904	2263	937
ENSG00000012963	UBR7	613	783	653	744	523	670	639	558	893	561	664	508	471	629	597	927
ENSG00000012983	MAP4K5	509	615	619	660	475	663	506	524	690	662	570	455	457	561	694	705
ENSG00000013016	EHD3	466	426	486	436	531	626	477	530	644	578	641	230	248	474	576	646
ENSG00000013275	PSMC4	1368	1310	1192	1269	1375	1305	1364	1323	2096	1307	1324	1467	1425	1162	1294	2163
ENSG00000013288	MAN2B2	400	543	665	539	391	436	386	378	457	384	386	324	347	642	391	490
ENSG00000013293	SLC7A14	287	270	292	260	313	362	280	307	304	515	369	328	312	322	545	320
ENSG00000013297	CLDN11	163	53	46	64	62	360	196	64	106	68	363	203	216	46	68	116
ENSG00000013306	SLC25A39	702	963	1045	892	720	859	697	737	858	798	804	747	744	1017	815	891
ENSG00000013364	MVP	160	288	273	321	121	191	166	156	183	802	161	591	622	280	749	235
ENSG00000013374	NUB1	605	840	662	718	628	694	617	591	1048	895	692	858	876	681	863	1002
ENSG00000013375	PGM3	677	933	914	897	613	684	683	651	1195	991	718	760	764	951	888	1174
ENSG00000013392	RWDD2A	165	222	194	221	183	204	200	190	301	170	210	81	64	230	202	271
ENSG00000013441	CLK1	416	691	396	698	295	378	438	273	539	2462	380	2542	2654	384	2464	555
ENSG00000013503	POLR3B	226	289	178	286	223	256	224	257	381	122	264	74	101	193	113	322
ENSG00000013523	ANGEL1	602	471	304	483	381	310	525	376	549	776	291	475	440	323	745	584
ENSG00000013561	RNF14	415	517	371	448	428	567	446	461	663	489	528	397	400	429	515	593
ENSG00000013563	DNASE1L1	117	152	147	150	100	92	103	97	121	117	100	71	77	145	126	125
ENSG00000013573	DDX11	100	296	99	283	141	127	95	160	87	243	106	257	247	89	248	110
ENSG00000013583	HEBP1	244	477	451	416	240	325	266	242	256	525	310	413	402	482	497	251
ENSG00000013588	GPRC5A	27	24	72	29	21	18	30	18	31	36	22	46	43	49	42	33
ENSG00000013619	MAMLD1	360	434	311	435	291	748	359	270	411	788	768	517	514	294	860	423
ENSG00000013725	CD6	4	5	0	5	9	15	1	4	5	7	15	10	7	2	10	8
ENSG00000013810	TACC3	452	830	441	815	238	480	499	224	585	468	442	686	645	454	436	624
ENSG00000014123	UFL1	419	519	494	491	357	338	363	365	553	517	353	427	350	501	497	496
ENSG00000014138	POLA2	68	81	51	101	39	41	48	45	68	38	45	37	42	40	32	78
ENSG00000014164	ZC3H3	401	414	351	420	345	349	347	311	515	469	398	416	388	344	465	495
ENSG00000014216	CAPN1	1232	1655	1606	1626	1197	1492	1189	1160	1440	1592	1521	946	952	1692	1737	1460
ENSG00000014257	ACP3	1	3	12	1	0	4	0	0	3	0	0	0	0	8	0	0
ENSG00000014641	MDH1	1353	1635	1494	1633	1574	1670	1490	1554	2313	1476	1602	1240	1140	1456	1438	2354
ENSG00000014824	SLC30A9	1234	1761	1409	1756	1380	1369	1233	1336	2044	1065	1437	765	785	1389	1037	2061
ENSG00000014914	MTMR11	59	149	257	157	49	61	63	45	40	182	68	202	192	285	204	31
ENSG00000014919	COX15	365	483	408	449	339	374	323	347	553	469	383	453	468	405	443	574
ENSG00000015133	CCDC88C	595	797	508	799	555	587	595	494	767	672	586	612	580	493	693	769
ENSG00000015153	YAF2	268	283	224	282	261	327	275	259	445	402	296	543	534	239	364	467
ENSG00000015171	ZMYND11	1236	1403	1408	1397	1139	1362	1239	1153	1557	1155	1342	724	662	1418	1204	1566
ENSG00000015285	WAS	24	16	15	24	29	19	31	19	29	19	30	16	14	10	22	30
ENSG00000015413	DPEP1	18	5	3	5	4	8	22	4	15	8	15	12	21	3	8	9
ENSG00000015475	BID	225	245	166	274	189	219	257	174	338	345	238	297	255	194	345	303
ENSG00000015479	MATR3	99	124	76	131	74	99	119	91	140	226	83	282	266	92	254	118
ENSG00000015520	NPC1L1	2	2	0	2	5	3	4	4	8	11	7	15	13	2	9	9
ENSG00000015532	XYLT2	257	491	515	459	246	284	271	267	304	342	310	200	190	487	341	294
ENSG00000015568	RGPD5	0	1	1	1	1	4	0	2	1	3	2	1	3	0	5	1
ENSG00000015592	STMN4	1953	1292	1032	1297	1874	2636	1890	1881	3079	9130	2670	7588	7347	1024	9333	3014
ENSG00000015676	NUDCD3	1616	1551	1639	1526	1580	1864	1639	1575	2264	2259	1891	1704	1625	1563	2349	2212
ENSG00000016082	ISL1	64	103	51	87	118	136	78	143	188	217	157	53	65	51	217	183
ENSG00000016391	CHDH	45	58	76	55	27	47	37	26	32	39	36	6	9	72	32	33
ENSG00000016402	IL20RA	2	2	10	3	1	6	3	3	3	0	4	1	1	6	0	0
ENSG00000016490	CLCA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016602	CLCA4	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
ENSG00000016864	GLT8D1	853	1071	1078	1174	789	945	892	760	1198	743	975	611	580	1091	761	1183
ENSG00000017260	ATP2C1	1441	1636	1302	1734	1398	1777	1413	1426	2057	1923	1715	1861	1815	1392	1990	2009
ENSG00000017427	IGF1	3	3	50	2	1	9	1	4	10	1	7	0	0	51	2	5
ENSG00000017483	SLC38A5	6	26	20	28	3	13	4	10	20	10	9	13	17	22	6	9
ENSG00000017797	RALBP1	526	718	587	749	410	523	535	447	636	622	532	597	648	597	618	641
ENSG00000018189	RUFY3	2581	2527	2108	2618	2447	2904	2519	2357	3844	3918	2936	2916	2891	2165	3876	3870
ENSG00000018236	CNTN1	816	680	562	710	801	1356	715	799	1027	639	1408	633	582	619	714	968
ENSG00000018280	SLC11A1	6	2	7	4	6	0	2	4	8	10	2	9	9	1	9	8
ENSG00000018408	WWTR1	1019	2073	2376	2179	1144	1189	962	1064	1251	661	1158	511	538	2423	612	1317
ENSG00000018510	AGPS	596	802	635	768	677	904	627	679	950	714	937	456	450	631	775	1018
ENSG00000018607	ZNF806	1	5	0	4	0	0	2	0	0	0	0	0	1	1	0	0
ENSG00000018610	STEEP1	206	223	200	217	194	174	196	193	261	167	200	160	170	170	159	306
ENSG00000018625	ATP1A2	718	784	1230	750	738	394	761	728	766	993	432	612	616	1273	1003	835
ENSG00000018699	TTC27	164	173	147	173	163	167	174	150	248	95	149	139	130	164	105	248
ENSG00000018869	ZNF582	59	83	75	84	65	62	91	48	127	83	73	66	48	58	82	133
ENSG00000019102	VSIG2	1	2	0	2	1	2	1	0	0	1	3	0	1	1	1	0
ENSG00000019144	PHLDB1	1196	1700	981	1636	1007	1072	1156	945	1285	1839	1059	1411	1313	988	1844	1197
ENSG00000019169	MARCO	0	0	0	0	1	0	1	0	3	0	0	0	2	2	0	0
ENSG00000019186	CYP24A1	1	1	7	1	1	6	0	0	2	1	1	1	0	6	0	1
ENSG00000019485	PRDM11	236	369	542	354	258	292	266	256	328	281	325	122	119	582	242	348
ENSG00000019505	SYT13	733	686	599	639	840	948	766	854	1280	1855	939	1429	1367	592	1887	1258
ENSG00000019549	SNAI2	11	10	103	20	5	28	7	8	5	4	27	11	10	91	5	7
ENSG00000019582	CD74	10	7	11	6	6	32	7	8	13	5	27	3	6	9	8	9
ENSG00000019991	HGF	1	8	152	11	7	32	4	4	10	23	30	1	2	104	18	9
ENSG00000019995	ZRANB1	520	546	479	465	483	469	541	482	748	707	498	541	508	432	778	728
ENSG00000020129	NCDN	856	758	556	837	885	956	827	927	1135	1314	1008	724	710	571	1268	1160
ENSG00000020181	ADGRA2	71	112	3912	104	58	285	72	59	98	137	300	112	100	3989	140	111
ENSG00000020219	CCT8L1P	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000020256	ZFP64	420	534	469	532	361	388	452	422	554	514	414	378	417	512	569	509
ENSG00000020426	MNAT1	141	177	146	204	135	145	146	149	225	140	148	103	109	148	140	246
ENSG00000020577	SAMD4A	108	218	254	223	147	207	123	167	206	398	213	142	137	243	391	183
ENSG00000020633	RUNX3	0	2	20	0	0	3	0	0	0	1	0	2	1	24	2	0
ENSG00000020922	MRE11	175	288	204	307	139	160	127	145	262	185	153	196	187	198	159	264
ENSG00000021300	PLEKHB1	155	409	201	359	218	187	155	201	229	271	165	74	79	180	256	206
ENSG00000021355	SERPINB1	13	17	4	18	9	10	16	16	27	7	14	25	12	8	12	27
ENSG00000021461	CYP3A43	0	0	0	3	1	2	1	0	2	4	0	3	1	2	4	0
ENSG00000021488	SLC7A9	5	4	0	10	1	3	8	1	8	15	3	7	10	2	10	3
ENSG00000021574	SPAST	946	892	704	922	957	961	966	917	1535	833	956	670	698	706	878	1624
ENSG00000021645	NRXN3	794	2076	743	2079	872	827	804	783	835	1946	855	535	511	803	1975	850
ENSG00000021762	OSBPL5	486	575	439	619	414	529	518	409	457	722	577	499	483	449	790	472
ENSG00000021776	AQR	738	871	678	942	625	733	730	615	1087	713	782	475	435	738	703	1129
ENSG00000021826	CPS1	245	34	269	22	79	160	259	57	84	180	147	76	85	300	160	79
ENSG00000021852	C8B	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022267	FHL1	2346	1525	1620	1364	2036	5636	2315	2043	2540	3075	5686	3300	3298	1629	3023	2661
ENSG00000022277	RTF2	871	918	892	949	809	867	905	873	1249	890	922	951	1010	865	899	1282
ENSG00000022355	GABRA1	4	9	2	9	15	7	2	13	26	0	8	7	7	6	6	22
ENSG00000022556	NLRP2	197	318	76	285	0	21	234	0	195	67	26	104	95	100	65	219
ENSG00000022567	SLC45A4	190	265	353	255	209	253	174	182	248	260	232	258	267	364	280	266
ENSG00000022840	RNF10	1934	2368	2083	2356	1821	2191	1976	1903	2669	2560	2088	2014	2249	2063	2613	2666
ENSG00000022976	ZNF839	109	145	100	146	102	106	124	84	122	111	99	85	76	93	107	121
ENSG00000023041	ZDHHC6	318	330	210	345	270	307	249	256	469	327	301	352	332	206	357	433
ENSG00000023171	GRAMD1B	207	213	174	216	276	372	233	273	268	515	351	215	248	197	493	282
ENSG00000023191	RNH1	1080	1299	1387	1243	1085	1108	1119	1111	1644	1106	1048	1018	1056	1396	1160	1684
ENSG00000023228	NDUFS1	1616	1960	1656	1984	1604	1890	1627	1606	2297	2115	1891	1011	935	1624	2053	2305
ENSG00000023287	RB1CC1	1177	1200	967	1238	1031	1169	1168	1032	1725	1444	1240	1043	1118	1027	1548	1670
ENSG00000023318	ERP44	578	784	706	705	575	646	572	542	895	1010	663	873	945	729	1015	927
ENSG00000023330	ALAS1	775	739	623	718	663	808	802	720	1090	1149	816	830	863	696	1157	970
ENSG00000023445	BIRC3	4	4	10	9	2	1	3	6	4	6	3	6	6	7	6	2
ENSG00000023516	AKAP11	1488	2001	1570	2018	1615	1626	1470	1686	2296	2574	1683	1405	1382	1533	2570	2259
ENSG00000023572	GLRX2	157	216	138	200	133	184	145	163	181	122	186	110	100	134	122	201
ENSG00000023608	SNAPC1	72	97	94	93	54	88	69	54	113	61	81	82	70	96	61	137
ENSG00000023697	DERA	136	218	167	216	117	151	150	97	164	48	154	60	64	131	51	200
ENSG00000023734	STRAP	2213	2185	2128	2161	2141	2544	2319	2127	3802	2810	2595	3490	3565	2196	2832	3870
ENSG00000023839	ABCC2	8	9	9	7	7	7	3	2	14	14	5	13	22	2	13	7
ENSG00000023892	DEF6	14	9	42	10	14	16	8	8	9	5	15	5	9	43	11	9
ENSG00000023902	PLEKHO1	1055	1047	912	1051	832	1048	1077	870	1381	985	1108	729	693	839	1011	1326
ENSG00000023909	GCLM	80	130	148	124	106	120	98	134	149	91	120	47	41	168	110	142
ENSG00000024048	UBR2	467	659	455	601	398	484	500	393	628	770	471	530	568	409	763	650
ENSG00000024422	EHD2	37	109	844	120	52	132	33	66	89	114	140	70	63	855	118	68
ENSG00000024526	DEPDC1	79	149	143	175	47	84	72	39	112	51	96	98	75	117	54	106
ENSG00000024862	CCDC28A	40	57	75	62	35	32	50	35	62	55	31	75	70	49	63	46
ENSG00000025039	RRAGD	769	646	559	636	646	882	741	677	935	719	828	853	867	584	747	893
ENSG00000025156	HSF2	572	540	506	528	484	557	589	537	783	947	578	1065	1063	451	923	770
ENSG00000025293	PHF20	906	1012	746	957	708	814	858	691	1160	1230	822	966	1016	766	1215	1123
ENSG00000025423	HSD17B6	12	22	16	15	12	10	11	14	18	16	9	24	14	16	14	31
ENSG00000025434	NR1H3	101	119	143	119	106	101	114	101	187	128	80	48	49	150	107	193
ENSG00000025708	TYMP	39	44	18	41	16	31	32	22	25	48	16	31	20	24	46	20
ENSG00000025770	NCAPH2	568	705	424	653	512	557	542	527	813	604	530	430	438	451	592	837
ENSG00000025772	TOMM34	312	496	470	507	264	369	279	278	412	324	395	352	343	467	329	434
ENSG00000025796	SEC63	1183	1570	1714	1564	1066	1346	1162	1062	1765	1698	1334	1300	1389	1664	1645	1780
ENSG00000025800	KPNA6	1165	1367	1159	1587	1046	1257	1134	1063	1505	1718	1272	1126	1163	1155	1751	1624
ENSG00000026025	VIM	17408	24533	23527	24632	14155	17598	17633	14255	19108	14623	17742	15042	15211	23547	14635	19092
ENSG00000026036	RTEL1-TNFRSF6B	29	47	15	51	16	19	27	10	11	50	15	36	25	21	36	11
ENSG00000026103	FAS	67	104	87	96	68	95	67	69	28	88	94	41	40	101	66	20
ENSG00000026297	RNASET2	150	268	232	245	168	229	163	160	172	158	223	77	99	278	151	174
ENSG00000026508	CD44	570	494	158	512	628	731	628	627	606	125	745	105	114	155	107	627
ENSG00000026559	KCNG1	180	356	367	350	180	248	193	201	252	141	254	105	117	356	158	239
ENSG00000026652	AGPAT4	795	1116	670	1247	694	743	762	718	882	1273	774	811	816	633	1352	908
ENSG00000026751	SLAMF7	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000026950	BTN3A1	278	366	344	370	311	273	314	288	390	349	236	120	124	352	350	336
ENSG00000027001	MIPEP	174	221	135	187	172	152	176	164	192	33	183	39	29	145	37	200
ENSG00000027075	PRKCH	5	4	7	2	7	8	3	2	9	27	8	6	11	6	34	7
ENSG00000027644	INSRR	9	34	66	32	4	11	12	10	7	65	7	19	21	77	64	7
ENSG00000027697	IFNGR1	393	468	406	454	342	426	366	384	566	500	442	397	476	415	536	563
ENSG00000027847	B4GALT7	302	398	399	398	321	291	310	320	433	224	324	146	144	405	219	423
ENSG00000027869	SH2D2A	2	3	5	1	2	4	2	2	1	2	4	1	2	7	3	2
ENSG00000028116	VRK2	14	9	29	12	15	18	19	7	10	5	24	14	10	24	6	14
ENSG00000028137	TNFRSF1B	0	5	3	3	0	0	3	2	5	3	4	6	3	3	3	5
ENSG00000028203	VEZT	1181	1366	1132	1338	1087	1394	1209	1044	1566	1072	1421	865	918	1048	1047	1581
ENSG00000028277	POU2F2	399	462	190	450	446	568	421	458	801	1669	569	3486	3453	200	1643	835
ENSG00000028310	BRD9	633	807	523	811	457	525	584	467	705	711	542	587	598	557	739	666
ENSG00000028528	SNX1	1050	1462	1239	1470	865	977	1055	888	1366	967	945	797	827	1207	925	1333
ENSG00000028839	TBPL1	283	368	230	309	255	365	328	258	459	326	329	444	481	258	319	482
ENSG00000029153	ARNTL2	134	196	108	190	157	176	139	164	206	100	177	53	59	107	109	162
ENSG00000029363	BCLAF1	1490	1959	1365	2026	1328	1627	1504	1433	1973	1681	1657	1523	1569	1327	1625	2049
ENSG00000029364	SLC39A9	1270	1415	1247	1463	1167	1455	1282	1157	1888	1537	1405	954	978	1289	1568	1859
ENSG00000029534	ANK1	434	244	370	287	245	449	438	275	318	507	447	157	137	358	505	326
ENSG00000029559	IBSP	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000029639	TFB1M	92	104	77	93	58	73	79	66	107	106	74	88	107	67	111	94
ENSG00000029725	RABEP1	1602	1915	1302	1790	1350	1531	1558	1333	2213	1878	1508	1549	1544	1302	1790	2134
ENSG00000029993	HMGB3	1531	1443	974	1457	1180	1903	1579	1208	2143	1432	1821	1336	1324	970	1437	2169
ENSG00000030066	NUP160	878	1091	677	1117	613	721	760	601	1220	751	673	787	791	707	800	1273
ENSG00000030110	BAK1	94	95	107	108	103	122	88	95	127	91	100	134	105	126	92	108
ENSG00000030304	MUSK	6	2	3	1	1	0	5	3	1	0	0	1	1	2	0	1
ENSG00000030419	IKZF2	102	184	89	166	130	123	133	125	131	125	102	87	63	89	130	155
ENSG00000030582	GRN	860	900	1228	854	628	862	821	711	940	551	927	493	458	1275	483	977
ENSG00000031003	FAM13B	487	495	392	525	402	497	461	413	600	386	509	448	447	353	363	604
ENSG00000031081	ARHGAP31	128	236	311	215	221	209	124	227	184	81	197	36	29	297	68	142
ENSG00000031691	CENPQ	84	140	84	161	84	95	78	58	121	35	82	57	65	57	37	108
ENSG00000031698	SARS1	2454	2315	2520	2382	2106	2461	2450	2172	3507	4854	2443	3762	3862	2443	4758	3537
ENSG00000031823	RANBP3	1023	1132	910	1113	869	997	1064	887	1227	884	920	829	820	954	919	1233
ENSG00000032219	ARID4A	771	862	641	894	719	681	757	725	983	907	666	628	614	678	870	983
ENSG00000032389	EIPR1	416	439	332	426	402	486	493	411	639	336	509	383	442	329	357	657
ENSG00000032444	PNPLA6	637	1074	653	1052	747	749	690	749	931	1219	765	794	837	669	1188	898
ENSG00000032742	IFT88	217	349	200	361	226	269	200	203	301	114	244	61	66	201	97	264
ENSG00000033011	ALG1	99	120	100	113	83	82	108	93	137	57	109	43	39	91	44	117
ENSG00000033030	ZCCHC8	316	383	268	377	238	280	291	245	400	294	262	336	293	284	267	376
ENSG00000033050	ABCF2	170	197	144	200	182	200	181	174	242	151	193	116	93	173	123	277
ENSG00000033100	CHPF2	345	382	522	447	288	407	318	318	427	253	444	150	141	520	283	468
ENSG00000033122	LRRC7	307	262	217	258	260	266	310	281	350	447	229	311	290	207	432	353
ENSG00000033170	FUT8	645	629	645	626	499	701	652	496	798	587	758	349	376	648	607	815
ENSG00000033178	UBA6	729	1069	698	1140	749	833	808	830	1229	1148	814	846	866	738	1212	1207
ENSG00000033327	GAB2	804	668	766	690	793	970	813	752	1488	2530	923	2859	2872	741	2512	1444
ENSG00000033627	ATP6V0A1	1777	1914	1317	1864	1783	2253	1894	1828	2382	4698	2334	3292	3270	1338	4691	2296
ENSG00000033800	PIAS1	1005	1323	845	1204	905	989	1038	859	1399	1606	936	1390	1330	944	1626	1337
ENSG00000033867	SLC4A7	513	602	424	606	402	502	514	414	808	914	550	696	737	379	946	793
ENSG00000034053	APBA2	2687	2203	1548	2301	2228	2395	2623	2254	3017	3077	2369	1657	1642	1521	3046	3077
ENSG00000034152	MAP2K3	142	205	196	167	101	158	120	130	166	120	143	96	92	195	117	155
ENSG00000034239	EFCAB1	117	86	8	87	146	98	120	124	84	10	98	16	21	3	10	96
ENSG00000034510	TMSB10	8647	7346	7825	7097	8178	10553	8675	8524	13442	9297	10731	9325	9484	7749	9250	13123
ENSG00000034533	ASTE1	70	91	57	79	60	32	84	77	66	40	27	32	31	64	41	64
ENSG00000034677	RNF19A	672	966	691	1028	617	979	665	607	824	986	958	582	558	652	1002	860
ENSG00000034693	PEX3	133	136	127	168	156	175	131	156	255	104	167	47	65	136	106	224
ENSG00000034713	GABARAPL2	1663	1578	1315	1612	1699	1868	1756	1696	2519	2297	1910	1863	1951	1258	2185	2572
ENSG00000034971	MYOC	12	0	1	2	7	0	16	8	10	0	0	3	2	3	0	7
ENSG00000035115	SH3YL1	259	387	284	403	281	304	254	251	403	422	282	255	247	252	386	376
ENSG00000035141	FAM136A	349	424	419	447	283	399	325	324	466	344	360	365	339	390	357	503
ENSG00000035403	VCL	1142	2700	2604	2698	1233	1634	1150	1165	1188	1130	1661	769	749	2560	1132	1201
ENSG00000035499	DEPDC1B	171	259	122	302	77	141	190	77	232	108	152	133	111	138	88	237
ENSG00000035664	DAPK2	8	11	5	6	5	10	10	7	4	17	13	7	8	9	14	8
ENSG00000035681	NSMAF	280	470	474	448	265	271	283	245	344	295	295	203	194	471	302	337
ENSG00000035687	ADSS2	340	398	293	428	292	366	329	331	394	338	373	252	232	349	337	395
ENSG00000035720	STAP1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0
ENSG00000035862	TIMP2	2573	3264	5004	3384	2984	4694	2548	3080	3858	6889	4680	3885	3933	5049	6962	3773
ENSG00000035928	RFC1	912	1358	1072	1342	849	863	929	776	1190	710	938	620	592	1064	744	1124
ENSG00000036054	TBC1D23	402	470	475	472	382	407	373	418	729	478	410	402	396	501	527	719
ENSG00000036257	CUL3	1302	1363	1292	1347	1153	1312	1296	1154	1785	1608	1359	1544	1584	1288	1542	1759
ENSG00000036448	MYOM2	198	98	68	120	281	359	237	293	521	618	366	277	258	66	594	509
ENSG00000036473	OTC	1	0	0	0	0	2	1	0	1	0	1	0	0	0	0	2
ENSG00000036530	CYP46A1	73	141	103	123	109	134	84	95	92	182	147	97	74	95	167	99
ENSG00000036549	ZZZ3	719	1005	791	1026	666	747	684	721	1092	938	743	744	704	750	906	1028
ENSG00000036565	SLC18A1	24	61	26	51	38	37	38	37	57	52	43	34	35	30	55	65
ENSG00000036672	USP2	131	141	76	125	116	148	112	126	102	177	161	51	62	81	164	101
ENSG00000036828	CASR	3	6	1	4	6	5	7	8	7	1	1	0	1	0	2	3
ENSG00000037042	TUBG2	207	288	272	328	221	250	223	203	259	552	242	502	443	281	586	285
ENSG00000037241	RPL26L1	181	212	177	192	142	210	166	177	269	131	183	156	130	180	140	226
ENSG00000037280	FLT4	33	20	31	29	20	40	41	28	52	23	38	27	30	30	15	38
ENSG00000037474	NSUN2	411	612	507	558	401	414	363	416	607	306	422	400	364	492	393	568
ENSG00000037637	FBXO42	798	931	810	937	714	738	774	760	1040	835	746	656	689	854	911	1038
ENSG00000037749	MFAP3	518	579	428	591	481	523	474	477	741	378	529	157	169	448	353	748
ENSG00000037757	MRI1	139	139	74	105	88	78	144	82	81	86	68	121	126	76	97	67
ENSG00000037897	METTL1	78	69	103	88	87	58	68	55	119	30	70	35	33	109	36	114
ENSG00000037965	HOXC8	1593	482	140	536	269	859	1708	260	335	236	853	94	106	136	246	355
ENSG00000038002	AGA	99	168	147	188	78	135	130	89	111	53	141	67	83	144	58	122
ENSG00000038210	PI4K2B	20	57	42	58	28	43	33	37	58	20	50	20	17	51	18	49
ENSG00000038219	BOD1L1	1785	2199	1852	2225	1558	1667	1839	1571	1998	3370	1718	1729	1772	1857	3313	1962
ENSG00000038274	MAT2B	698	771	468	790	540	522	710	482	1016	559	516	777	750	534	613	1009
ENSG00000038295	TLL1	17	10	11	12	11	29	19	8	11	7	34	5	1	17	6	17
